timestamp millis,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,Complementary_Filter_Angle_Calculated,Complementary_Filter_Angle,Kalman_Filter_Angle
9071.0,0.55,0.37,-1.07,-0.14,-0.94,0.31,0.0,-69.77,-70.21
9136.0,0.69,0.49,-1.11,-0.12,-0.94,0.31,0.0,-69.79,-70.27
9203.0,0.64,0.56,-1.28,-0.12,-0.94,0.31,0.0,-69.81,-70.31
9269.0,0.69,0.67,-1.28,-0.1,-0.94,0.31,0.0,-69.84,-70.39
9334.0,0.63,0.45,-1.13,-0.1,-0.94,0.31,0.0,-69.86,-70.44
9402.0,0.63,0.31,-1.08,-0.1,-0.94,0.32,0.0,-69.85,-70.42
9468.0,0.61,0.27,-1.03,-0.11,-0.94,0.32,0.0,-69.84,-70.4
9534.0,0.64,0.37,-1.08,-0.11,-0.94,0.31,0.0,-69.85,-70.41
9602.0,0.73,0.44,-1.11,-0.11,-0.94,0.32,0.0,-69.85,-70.41
9666.0,0.63,0.35,-1.12,-0.11,-0.94,0.32,0.0,-69.83,-70.38
9734.0,0.66,0.37,-1.11,-0.1,-0.95,0.32,0.0,-69.83,-70.38
9800.0,0.68,0.29,-1.09,-0.11,-0.95,0.32,0.0,-69.83,-70.37
9866.0,0.67,0.37,-1.15,-0.11,-0.94,0.32,0.0,-69.82,-70.36
9933.0,0.67,0.48,-1.21,-0.11,-0.94,0.32,0.0,-69.81,-70.34
10000.0,0.65,0.4,-1.13,-0.11,-0.94,0.32,0.0,-69.81,-70.35
10065.0,0.6,0.37,-1.09,-0.11,-0.94,0.31,0.0,-69.84,-70.41
10132.0,0.6,0.4,-1.15,-0.11,-0.94,0.31,0.0,-69.87,-70.48
10198.0,0.61,0.44,-1.21,-0.11,-0.94,0.31,0.0,-69.87,-70.48
10265.0,0.68,0.47,-1.22,-0.09,-0.94,0.32,0.0,-69.88,-70.5
10332.0,0.61,0.36,-1.21,-0.11,-0.94,0.31,0.0,-69.89,-70.5
10397.0,0.64,0.41,-1.16,-0.1,-0.94,0.31,0.0,-69.91,-70.54
10465.0,0.63,0.37,-1.18,-0.11,-0.94,0.32,0.0,-69.89,-70.5
10531.0,0.64,0.4,-1.21,-0.1,-0.94,0.32,0.0,-69.89,-70.49
10597.0,0.62,0.39,-1.17,-0.1,-0.94,0.32,0.0,-69.9,-70.5
10662.0,0.63,0.45,-1.18,-0.09,-0.94,0.32,0.0,-69.92,-70.54
10729.0,0.62,0.31,-1.11,-0.1,-0.94,0.31,0.0,-69.94,-70.59
10797.0,0.64,0.33,-1.05,-0.1,-0.95,0.31,0.0,-69.99,-70.69
10862.0,0.62,0.41,-1.02,-0.09,-0.95,0.31,0.0,-70.03,-70.78
10929.0,0.6,0.18,-0.97,-0.1,-0.94,0.32,0.0,-70.04,-70.76
10996.0,0.66,0.34,-0.98,-0.11,-0.94,0.31,0.0,-70.04,-70.76
11061.0,0.64,0.46,-1.06,-0.11,-0.94,0.32,0.0,-70.03,-70.72
11128.0,0.7,0.65,-1.11,-0.11,-0.94,0.32,0.0,-70.02,-70.69
11194.0,0.66,0.53,-1.11,-0.1,-0.94,0.31,0.0,-70.03,-70.7
11260.0,0.64,0.45,-1.07,-0.1,-0.95,0.32,0.0,-70.02,-70.65
11328.0,0.62,0.31,-1.02,-0.1,-0.95,0.32,0.0,-70.02,-70.64
11394.0,0.66,0.38,-1.03,-0.11,-0.94,0.32,0.0,-69.99,-70.59
11460.0,0.7,0.51,-1.11,-0.1,-0.94,0.32,0.0,-69.98,-70.55
11528.0,0.67,0.44,-1.11,-0.1,-0.94,0.31,0.0,-70.0,-70.6
11591.0,0.63,0.35,-1.07,-0.1,-0.95,0.31,0.0,-70.04,-70.69
11660.0,0.62,0.31,-1.03,-0.11,-0.94,0.31,0.0,-70.04,-70.68
11725.0,0.61,0.27,-1.06,-0.1,-0.94,0.32,0.0,-70.04,-70.68
11792.0,0.63,0.35,-1.07,-0.11,-0.94,0.32,0.0,-70.04,-70.65
11859.0,0.6,0.37,-1.08,-0.1,-0.94,0.32,0.0,-70.03,-70.63
11925.0,0.63,0.41,-1.11,-0.1,-0.95,0.32,0.0,-70.04,-70.64
11992.0,0.64,0.47,-1.11,-0.11,-0.95,0.31,0.0,-70.05,-70.68
12057.0,0.62,0.34,-1.05,-0.09,-0.94,0.32,0.0,-70.06,-70.68
12125.0,0.61,0.2,-1.03,-0.11,-0.94,0.32,0.0,-70.02,-70.58
12191.0,0.63,0.32,-1.11,-0.11,-0.94,0.31,0.0,-70.02,-70.58
12257.0,0.69,0.47,-1.13,-0.1,-0.94,0.32,0.0,-70.01,-70.55
12323.0,0.68,0.46,-1.15,-0.1,-0.94,0.31,0.0,-70.02,-70.58
12391.0,0.6,0.31,-1.07,-0.1,-0.94,0.31,0.0,-70.02,-70.59
12456.0,0.61,0.34,-1.04,-0.1,-0.94,0.31,0.0,-70.03,-70.6
12523.0,0.65,0.35,-1.05,-0.1,-0.94,0.32,0.0,-70.01,-70.57
12589.0,0.63,0.32,-1.04,-0.1,-0.94,0.32,0.0,-69.99,-70.5
12656.0,0.62,0.38,-1.05,-0.1,-0.94,0.31,0.0,-70.01,-70.56
12723.0,0.63,0.42,-1.04,-0.1,-0.95,0.31,0.0,-70.03,-70.61
12788.0,0.63,0.41,-1.05,-0.11,-0.95,0.31,0.0,-70.05,-70.65
12855.0,0.6,0.47,-1.06,-0.11,-0.94,0.31,0.0,-70.07,-70.71
12922.0,0.65,0.47,-1.05,-0.1,-0.94,0.32,0.0,-70.07,-70.68
12988.0,0.67,0.44,-1.07,-0.11,-0.94,0.31,0.0,-70.06,-70.66
13054.0,0.65,0.4,-1.07,-0.1,-0.95,0.32,0.0,-70.05,-70.64
