timestamp millis,GyrX,GyrY,GyrZ,AccX,AccY,AccZ,Complementary_Filter_Angle_Calculated,Complementary_Filter_Angle,Kalman_Filter_Angle
29288.0,1.53,-0.36,-0.52,0.05,-0.97,0.18,-0.38,-78.49,-79.24
29353.0,1.7,-0.59,-0.57,0.02,-0.98,0.17,-0.36,-78.51,-79.35
29421.0,1.78,-0.34,-0.68,0.05,-0.97,0.21,-0.55,-78.32,-78.99
29488.0,1.95,-0.81,-0.53,0.04,-0.97,0.2,-0.67,-78.2,-78.82
29553.0,2.01,-0.98,-0.69,0.05,-0.97,0.19,-0.78,-78.09,-78.66
29621.0,2.02,-1.11,-0.92,0.04,-0.95,0.22,-1.02,-77.85,-78.24
29685.0,1.98,-2.08,-0.58,0.1,-0.97,0.29,-1.49,-77.37,-77.26
29753.0,1.65,-2.37,-0.43,-0.02,-1.0,0.27,-1.23,-77.11,-76.8
29819.0,1.1,-0.11,-0.73,0.0,-0.98,0.27,-1.47,-76.86,-76.36
29886.0,1.06,0.64,-1.25,0.02,-0.97,0.25,-1.64,-76.69,-76.13
29954.0,0.96,0.32,-1.63,0.03,-0.97,0.26,-1.82,-76.51,-75.86
30019.0,0.63,-0.11,-1.84,0.05,-0.97,0.29,-2.08,-76.25,-75.39
30086.0,0.24,0.92,-1.45,0.1,-0.96,0.26,-2.24,-76.09,-75.13
30153.0,0.1,1.27,-0.99,0.04,-0.97,0.25,-2.31,-76.03,-75.1
30220.0,-0.15,1.31,-1.16,0.05,-0.98,0.25,-2.33,-76.0,-75.13
30285.0,-0.13,2.15,-1.21,0.07,-0.97,0.22,-2.28,-76.06,-75.35
30353.0,-0.11,2.21,-1.26,0.03,-0.98,0.21,-2.14,-76.19,-75.73
30417.0,0.08,2.08,-1.34,0.1,-0.97,0.19,-2.07,-76.27,-75.96
30485.0,0.37,0.73,-1.21,0.04,-0.97,0.19,-1.92,-76.42,-76.38
30554.0,0.46,0.48,-1.24,0.07,-0.97,0.18,-1.79,-76.55,-76.73
30618.0,0.76,0.12,-0.95,0.06,-0.97,0.19,-1.71,-76.62,-76.95
30686.0,0.64,0.53,-0.95,0.05,-0.97,0.2,-1.66,-76.68,-77.1
30751.0,0.67,0.33,-1.05,0.05,-0.98,0.21,-1.62,-76.72,-77.21
30818.0,0.66,0.4,-1.09,0.06,-0.98,0.2,-1.55,-76.78,-77.36
30885.0,0.67,0.56,-1.07,0.06,-0.98,0.19,-1.48,-76.85,-77.53
30952.0,0.73,0.5,-1.02,0.06,-0.98,0.19,-1.41,-76.92,-77.69
31017.0,0.74,0.5,-1.04,0.06,-0.98,0.19,-1.34,-77.0,-77.84
31085.0,0.81,0.6,-1.15,0.04,-0.98,0.19,-1.25,-77.08,-78.02
31150.0,0.85,0.61,-1.24,0.07,-0.98,0.18,-1.2,-77.14,-78.12
31217.0,0.91,0.58,-1.21,0.07,-0.98,0.19,-1.17,-77.17,-78.17
31284.0,0.92,0.53,-1.05,0.08,-0.97,0.19,-1.15,-77.19,-78.18
31349.0,0.89,0.52,-0.94,0.06,-0.98,0.19,-1.11,-77.22,-78.24
31417.0,0.92,0.4,-0.96,0.06,-0.98,0.19,-1.07,-77.27,-78.32
31483.0,0.89,0.43,-0.99,0.06,-0.98,0.18,-1.0,-77.33,-78.44
31549.0,0.89,0.38,-0.98,0.07,-0.98,0.19,-0.97,-77.36,-78.46
31618.0,0.87,0.19,-0.92,0.07,-0.97,0.19,-0.96,-77.37,-78.46
